osm_id,name,amenity,lon,lat
9069553663,โรงพยาบาลราชวิถี 2 (รังสิต),hospital,100.6190406,13.9752354
8917477985,โรงพยาบาลหนองปรือ,hospital,99.4759658,14.5823925
6899632620,พรศักดิ์เภสัช,hospital,100.1421227,15.4594779
6487545828,MPบ้านอู่่หู่,hospital,98.2803758,17.2045294
2268777745,โรงพยาบาลพะวอ,hospital,98.5641727,16.7110445
4633874083,สาธารณสุขอำเภอปางมะผ้า,hospital,98.2598882,19.5190932
7511402300,ศูนย์สุขภาพชุมชนตำบลสัตหีบ,hospital,100.8989797,12.6621848
4744307341,โรงพยาบาลบางโพ,hospital,100.5228894,13.8069296
7165705587,ศูนย์บริการเครื่องช่วยฟังอินทิเม็กซ์,hospital,100.5385011,13.7946243
8441986661,ศศิรักษ์คลินิกเวชกรรม,hospital,100.3880494,13.7093097
4335094606,โรงพยาบาลบางมด,hospital,100.4564932,13.6717413
7907440564,Kasetmahachai animal hospital,hospital,100.2957559,13.523729
6895009802,คลินิกทันตกรรมหมอก้อง,hospital,99.9048818,19.1681317
7662726070,โรงพยาบาลบางนากรุงเทพมหานคร,hospital,100.5926741,13.6797164
8260877615,จิรเวชชาญไชย คลินิกการแพทย์แผนไทย,hospital,100.5227527,13.8659085
7051270196,mandarin clinic rama 2,hospital,100.4836161,13.6880969
8913340870,ศูนย์เวชศาสตรฟื้นฟูหลอดเลือดสมอง The Senizens Stroke Rehab Center คืออะไร,hospital,100.4446155,13.7383688
4061193833,Meko Clinic CentralPlaza Rama 2 เมโกะ สาขา เซนทรัลพระราม 2,hospital,100.4375344,13.6630939
4646198990,Bangkok cancer specialist center,hospital,100.5426413,13.7789557
5124229621,โรงพยาบาลสุโขทัย,hospital,99.7960376,17.010782
5611498325,คลินิกตจแพทย์,hospital,100.6074091,13.7896637
4413247389,,hospital,100.4424061,13.6620403
1636257541,โรงพยาบาลทัพทัน,hospital,99.8874359,15.4573779
4890988622,,hospital,100.2792635,13.5510326
4969552121,สถานพยาบาลแพทย์แผนจีน มหาวิทยาลัยราชภัฏจันทรเกษม,hospital,100.5756447,13.8189754
5218941221,ศูนย์การแพทย์กาญจนาภิเษก คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล,hospital,100.3212198,13.7864793
5614471421,วชิระ,hospital,100.5081762,13.7806023
4331574689,ผู้สูงอายุบางขุนเทียน,hospital,100.4226796,13.5728824
3616874754,,hospital,99.821831,17.0086991
2625725866,,hospital,98.9990011,18.8275595
2640939247,,hospital,99.7961588,11.801531
2147430789,สถานพยาบาลการแพทย์แผนไทย,hospital,99.7977342,20.1186155
4099506382,Chumpgon Hospital,hospital,99.1860501,10.497562
7688192274,โรงพยาบาลหมอสงวน,hospital,99.9672656,13.5274072
7688192227,โรงพยาบาลแพทย์ปัญญา,hospital,100.6074137,13.7438623
7688192009,โรงพยาบาลรัชดา-ท่าพระ,hospital,100.4774705,13.7171235
6631591498,โรงพยาบาลพาน,hospital,99.7438302,19.5214347
4733305822,โรงพยาบาลขุนยวม,hospital,97.9362629,18.8305945
7856667774,โรงพยาบาลเขลางค์นคร-ราม,hospital,99.4857215,18.2813712
7856667721,โรงพยาบาลพรชัย,hospital,100.1232422,14.4664917
1402295027,โรงพยาขาลหนองบัว,hospital,100.5934174,15.867519
1741228095,โรงพยาบาลเกษมราษฎร์ ศรีบุรินทร์,hospital,99.835561,19.8779262
1628665634,โรงพยาบาลนครพิงค์เชียงใหม่,hospital,98.968128,18.8513777
